Home/Videos/video (47),64,80,0
Coffee_room/Videos/video_35,77,93,1
Coffee_room/Videos/video_49,436,452,1
Coffee_room/Videos/video_51,90,106,1
Coffee_room/Videos/video_34,32,48,0
Coffee_room/Videos/video_62,172,188,1
Coffee_room/Videos/video_53,288,304,0
Coffee_room/Videos/video_37,50,66,1
Coffee_room/Videos/video_5,122,138,1
Coffee_room/Videos/video_38,231,247,1
Coffee_room/Videos/video_47,688,704,0
Home/Videos/video (6),32,48,0
Coffee_room/Videos/video_40,265,281,1
Home/Videos/video (15),208,224,0
Coffee_room/Videos/video_9,144,160,0
Home/Videos/video (52),16,32,0
Home/Videos/video (34),149,165,1
Coffee_room/Videos/video_62,256,272,0
Home/Videos/video (50),160,176,0
Coffee_room/Videos/video_11,379,395,1
Coffee_room/Videos/video_70,816,832,0
Home/Videos/video (56),224,240,0
Coffee_room/Videos/video_46,159,175,1
Coffee_room/Videos/video_46,64,80,0
Coffee_room/Videos/video_10,213,229,1
Home/Videos/video (41),0,16,0
Coffee_room/Videos/video_38,241,257,1
Coffee_room/Videos/video_55,209,225,1
Coffee_room/Videos/video_68,736,752,0
Home/Videos/video (49),96,112,0
Coffee_room/Videos/video_17,12,28,1
Coffee_room/Videos/video_49,112,128,0
Home/Videos/video (4),142,158,1
Coffee_room/Videos/video_65,528,544,0
Coffee_room/Videos/video_36,1088,1104,1
Coffee_room/Videos/video_33,16,32,0
Coffee_room/Videos/video_47,96,112,0
Coffee_room/Videos/video_24,48,64,0
Home/Videos/video (21),128,144,0
Coffee_room/Videos/video_66,128,144,0
Coffee_room/Videos/video_70,496,512,0
Coffee_room/Videos/video_24,240,256,0
Coffee_room/Videos/video_39,46,62,1
Coffee_room/Videos/video_5,140,156,1
Home/Videos/video (47),96,112,0
Coffee_room/Videos/video_55,211,227,1
Coffee_room/Videos/video_57,468,484,1
Coffee_room/Videos/video_16,46,62,1
Home/Videos/video (37),16,32,0
Coffee_room/Videos/video_26,188,204,1
Coffee_room/Videos/video_11,385,401,1
Coffee_room/Videos/video_61,528,544,0
Coffee_room/Videos/video_18,159,175,1
Coffee_room/Videos/video_51,88,104,1
Coffee_room/Videos/video_60,48,64,0
Home/Videos/video (56),144,160,0
Coffee_room/Videos/video_51,74,90,1
Coffee_room/Videos/video_4,133,149,1
Coffee_room/Videos/video_19,103,119,1
Coffee_room/Videos/video_45,110,126,1
Home/Videos/video (55),64,80,0
Coffee_room/Videos/video_20,48,64,0
Coffee_room/Videos/video_68,1344,1360,0
Coffee_room/Videos/video_33,85,101,1
Coffee_room/Videos/video_64,134,150,1
Coffee_room/Videos/video_48,704,720,0
Coffee_room/Videos/video_12,55,71,1
Coffee_room/Videos/video_62,175,191,1
Coffee_room/Videos/video_10,224,240,1
Coffee_room/Videos/video_49,448,464,0
Coffee_room/Videos/video_15,0,16,0
Coffee_room/Videos/video_33,144,160,0
Coffee_room/Videos/video_35,86,102,1
Home/Videos/video (48),80,96,0
Coffee_room/Videos/video_50,1772,1788,1
Home/Videos/video (10),132,148,1
Coffee_room/Videos/video_5,131,147,1
Home/Videos/video (17),192,208,0
Coffee_room/Videos/video_36,880,896,0
Coffee_room/Videos/video_11,16,32,0
Coffee_room/Videos/video_43,480,496,0
Coffee_room/Videos/video_12,50,66,1
Coffee_room/Videos/video_68,1520,1536,0
Coffee_room/Videos/video_38,232,248,1
Coffee_room/Videos/video_52,192,208,0
Coffee_room/Videos/video_52,89,105,1
Coffee_room/Videos/video_68,1280,1296,0
Coffee_room/Videos/video_57,449,465,1
Coffee_room/Videos/video_70,736,752,0
Coffee_room/Videos/video_24,16,32,0
Home/Videos/video (36),120,136,1
Coffee_room/Videos/video_43,688,704,0
Home/Videos/video (1),144,160,1
Coffee_room/Videos/video_53,268,284,1
Coffee_room/Videos/video_63,48,64,0
Coffee_room/Videos/video_46,162,178,1
Coffee_room/Videos/video_63,480,496,0
Coffee_room/Videos/video_25,146,162,1
Coffee_room/Videos/video_50,1782,1798,1
Coffee_room/Videos/video_36,1008,1024,0
Coffee_room/Videos/video_23,208,224,1
Coffee_room/Videos/video_57,473,489,1
Coffee_room/Videos/video_7,80,96,0
Coffee_room/Videos/video_24,215,231,1
Coffee_room/Videos/video_50,1821,1837,1
Coffee_room/Videos/video_69,160,176,0
Home/Videos/video (15),144,160,0
Home/Videos/video (57),80,96,0
Coffee_room/Videos/video_68,1104,1120,0
Coffee_room/Videos/video_37,52,68,1
Coffee_room/Videos/video_68,336,352,0
Coffee_room/Videos/video_34,16,32,0
Home/Videos/video (27),192,208,0
Coffee_room/Videos/video_43,643,659,1
Coffee_room/Videos/video_70,176,192,0
Home/Videos/video (58),16,32,0
Home/Videos/video (35),130,146,1
Home/Videos/video (2),112,128,1
Coffee_room/Videos/video_9,128,144,0
Coffee_room/Videos/video_61,720,736,0
Home/Videos/video (45),176,192,0
Coffee_room/Videos/video_18,240,256,0
Coffee_room/Videos/video_61,1184,1200,0
Coffee_room/Videos/video_61,1232,1248,0
Coffee_room/Videos/video_36,16,32,0
Coffee_room/Videos/video_64,112,128,0
Coffee_room/Videos/video_46,0,16,0
Coffee_room/Videos/video_3,242,258,1
Home/Videos/video (5),64,80,0
Coffee_room/Videos/video_61,640,656,0
Home/Videos/video (16),112,128,0
Coffee_room/Videos/video_68,576,592,0
Home/Videos/video (3),80,96,0
Home/Videos/video (10),112,128,0
Coffee_room/Videos/video_50,1232,1248,0
Coffee_room/Videos/video_61,496,512,0
Coffee_room/Videos/video_63,176,192,0
Coffee_room/Videos/video_41,320,336,0
Coffee_room/Videos/video_41,274,290,1
Home/Videos/video (39),128,144,0
Coffee_room/Videos/video_43,320,336,0
Coffee_room/Videos/video_66,272,288,0
Coffee_room/Videos/video_45,111,127,1
Home/Videos/video (41),192,208,0
Coffee_room/Videos/video_53,259,275,1
Coffee_room/Videos/video_38,192,208,0
Home/Videos/video (11),140,156,1
Coffee_room/Videos/video_20,256,272,0
Coffee_room/Videos/video_30,74,90,1
Coffee_room/Videos/video_32,16,32,0
Coffee_room/Videos/video_48,496,512,0
Coffee_room/Videos/video_4,120,136,1
Coffee_room/Videos/video_68,1200,1216,0
Coffee_room/Videos/video_58,180,196,1
Home/Videos/video (12),96,112,0
Home/Videos/video (26),144,160,0
Coffee_room/Videos/video_70,720,736,0
Coffee_room/Videos/video_55,48,64,0
Coffee_room/Videos/video_55,96,112,0
Coffee_room/Videos/video_14,51,67,1
Coffee_room/Videos/video_70,128,144,0
Coffee_room/Videos/video_23,220,236,1
Coffee_room/Videos/video_28,66,82,1
Coffee_room/Videos/video_55,160,176,0
Coffee_room/Videos/video_64,137,153,1
Coffee_room/Videos/video_8,144,160,0
Home/Videos/video (7),144,160,1
Coffee_room/Videos/video_50,1812,1828,1
Coffee_room/Videos/video_65,288,304,0
Coffee_room/Videos/video_49,419,435,1
Coffee_room/Videos/video_27,169,185,1
Coffee_room/Videos/video_3,16,32,0
Coffee_room/Videos/video_50,1786,1802,1
Coffee_room/Videos/video_54,128,144,0
Coffee_room/Videos/video_26,201,217,1
Coffee_room/Videos/video_61,208,224,0
Home/Videos/video (46),144,160,0
Home/Videos/video (58),128,144,0
Coffee_room/Videos/video_56,352,368,0
Home/Videos/video (10),256,272,0
Coffee_room/Videos/video_29,112,128,0
Coffee_room/Videos/video_15,16,32,0
Coffee_room/Videos/video_49,425,441,1
Coffee_room/Videos/video_50,1797,1813,1
Coffee_room/Videos/video_40,256,272,1
Coffee_room/Videos/video_36,176,192,0
Coffee_room/Videos/video_23,216,232,1
Home/Videos/video (11),147,163,1
Coffee_room/Videos/video_50,1806,1822,1
Coffee_room/Videos/video_32,176,192,0
Coffee_room/Videos/video_51,73,89,1
Coffee_room/Videos/video_10,128,144,0
Home/Videos/video (53),48,64,0
Coffee_room/Videos/video_28,70,86,1
Home/Videos/video (28),112,128,0
Coffee_room/Videos/video_17,29,45,1
Coffee_room/Videos/video_70,512,528,0
Coffee_room/Videos/video_21,83,99,1
Coffee_room/Videos/video_38,242,258,1
Home/Videos/video (11),240,256,0
Coffee_room/Videos/video_63,304,320,0
Coffee_room/Videos/video_47,384,400,0
Coffee_room/Videos/video_59,144,160,1
Home/Videos/video (49),240,256,0
Home/Videos/video (35),16,32,0
Coffee_room/Videos/video_56,295,311,1
Coffee_room/Videos/video_60,112,128,0
Coffee_room/Videos/video_27,166,182,1
Coffee_room/Videos/video_58,181,197,1
Coffee_room/Videos/video_17,16,32,1
Coffee_room/Videos/video_48,512,528,0
Coffee_room/Videos/video_54,150,166,1
Coffee_room/Videos/video_12,128,144,0
Coffee_room/Videos/video_8,192,208,0
Coffee_room/Videos/video_65,304,320,0
Coffee_room/Videos/video_12,51,67,1
Coffee_room/Videos/video_68,928,944,0
Coffee_room/Videos/video_43,625,641,1
Coffee_room/Videos/video_25,0,16,0
Home/Videos/video (57),32,48,0
Coffee_room/Videos/video_59,160,176,0
Coffee_room/Videos/video_46,272,288,0
Coffee_room/Videos/video_17,32,48,1
Home/Videos/video (15),162,178,1
Home/Videos/video (1),112,128,0
Coffee_room/Videos/video_47,620,636,1
Coffee_room/Videos/video_62,170,186,1
Coffee_room/Videos/video_38,320,336,0
Coffee_room/Videos/video_63,448,464,0
Home/Videos/video (60),176,192,0
Coffee_room/Videos/video_68,672,688,0
Coffee_room/Videos/video_24,205,221,1
Coffee_room/Videos/video_10,208,224,1
Home/Videos/video (20),64,80,0
Coffee_room/Videos/video_40,288,304,0
Coffee_room/Videos/video_26,16,32,0
Coffee_room/Videos/video_43,16,32,0
Coffee_room/Videos/video_43,631,647,1
Coffee_room/Videos/video_5,16,32,0
Coffee_room/Videos/video_2,80,96,0
Home/Videos/video (56),16,32,0
Coffee_room/Videos/video_20,128,144,0
Coffee_room/Videos/video_55,225,241,1
Coffee_room/Videos/video_61,480,496,0
Coffee_room/Videos/video_27,164,180,1
Coffee_room/Videos/video_47,208,224,0
Coffee_room/Videos/video_41,336,352,0
Coffee_room/Videos/video_11,383,399,1
Coffee_room/Videos/video_70,640,656,0
Home/Videos/video (31),208,224,0
Home/Videos/video (38),0,16,0
Coffee_room/Videos/video_48,144,160,0
Home/Videos/video (48),64,80,0
Coffee_room/Videos/video_38,112,128,0
Coffee_room/Videos/video_53,256,272,1
Coffee_room/Videos/video_61,704,720,0
Coffee_room/Videos/video_15,48,64,1
Home/Videos/video (29),16,32,0
Coffee_room/Videos/video_56,288,304,0
Coffee_room/Videos/video_11,386,402,1
Coffee_room/Videos/video_20,330,346,1
Home/Videos/video (14),0,16,0
Home/Videos/video (8),144,160,0
Home/Videos/video (12),128,144,0
Home/Videos/video (9),128,144,0
Coffee_room/Videos/video_65,416,432,0
Coffee_room/Videos/video_3,208,224,0
Coffee_room/Videos/video_40,252,268,1
Coffee_room/Videos/video_4,121,137,1
Coffee_room/Videos/video_65,576,592,0
Coffee_room/Videos/video_2,128,144,0
Coffee_room/Videos/video_50,1801,1817,1
Coffee_room/Videos/video_53,257,273,1
Coffee_room/Videos/video_2,188,204,1
Home/Videos/video (10),129,145,1
Home/Videos/video (18),130,146,1
Home/Videos/video (47),192,208,0
Coffee_room/Videos/video_38,288,304,0
Home/Videos/video (15),164,180,1
Coffee_room/Videos/video_52,92,108,1
Coffee_room/Videos/video_22,192,208,0
Coffee_room/Videos/video_19,106,122,1
Coffee_room/Videos/video_8,48,64,0
Coffee_room/Videos/video_47,128,144,0
Coffee_room/Videos/video_29,293,309,1
Coffee_room/Videos/video_22,16,32,0
Home/Videos/video (8),119,135,1
Home/Videos/video (53),112,128,0
Coffee_room/Videos/video_32,256,272,0
Coffee_room/Videos/video_68,1008,1024,0
Coffee_room/Videos/video_50,1794,1810,1
Home/Videos/video (8),160,176,0
Coffee_room/Videos/video_53,260,276,1
Coffee_room/Videos/video_6,96,112,0
Coffee_room/Videos/video_55,240,256,0
Coffee_room/Videos/video_1,64,80,1
Coffee_room/Videos/video_20,80,96,0
Coffee_room/Videos/video_69,896,912,0
Home/Videos/video (35),48,64,0
Coffee_room/Videos/video_49,420,436,1
Coffee_room/Videos/video_62,174,190,1
Coffee_room/Videos/video_5,130,146,1
Coffee_room/Videos/video_58,179,195,1
Home/Videos/video (2),112,128,0
Coffee_room/Videos/video_57,458,474,1
Home/Videos/video (19),112,128,0
Home/Videos/video (11),130,146,1
Coffee_room/Videos/video_23,202,218,1
Coffee_room/Videos/video_16,41,57,1
Home/Videos/video (26),32,48,0
Coffee_room/Videos/video_21,82,98,1
Coffee_room/Videos/video_47,80,96,0
Coffee_room/Videos/video_60,80,96,0
Coffee_room/Videos/video_10,216,232,1
Coffee_room/Videos/video_43,432,448,0
Coffee_room/Videos/video_48,649,665,1
Coffee_room/Videos/video_57,456,472,1
Coffee_room/Videos/video_50,1789,1805,1
Coffee_room/Videos/video_65,368,384,0
Home/Videos/video (5),48,64,0
Home/Videos/video (53),64,80,0
Coffee_room/Videos/video_16,45,61,1
Home/Videos/video (32),80,96,1
Coffee_room/Videos/video_60,128,144,1
Coffee_room/Videos/video_61,0,16,0
Coffee_room/Videos/video_9,86,102,1
Coffee_room/Videos/video_52,64,80,0
Coffee_room/Videos/video_16,48,64,1
Home/Videos/video (27),208,224,0
Coffee_room/Videos/video_61,896,912,0
Coffee_room/Videos/video_49,304,320,0
Home/Videos/video (53),144,160,0
Coffee_room/Videos/video_29,305,321,1
Coffee_room/Videos/video_2,192,208,1
Coffee_room/Videos/video_61,1168,1184,0
Home/Videos/video (44),128,144,0
Coffee_room/Videos/video_58,272,288,0
Home/Videos/video (47),112,128,0
Coffee_room/Videos/video_50,80,96,0
Home/Videos/video (48),48,64,0
Coffee_room/Videos/video_52,90,106,1
Home/Videos/video (49),224,240,0
Home/Videos/video (52),80,96,0
Coffee_room/Videos/video_39,32,48,0
Coffee_room/Videos/video_36,160,176,0
Coffee_room/Videos/video_36,928,944,0
Coffee_room/Videos/video_25,142,158,1
Home/Videos/video (28),144,160,0
Coffee_room/Videos/video_36,1089,1105,1
Home/Videos/video (16),192,208,0
Coffee_room/Videos/video_36,768,784,0
Home/Videos/video (11),151,167,1
Coffee_room/Videos/video_55,144,160,0
Coffee_room/Videos/video_15,53,69,1
Coffee_room/Videos/video_60,122,138,1
Coffee_room/Videos/video_47,672,688,0
Coffee_room/Videos/video_26,192,208,1
Coffee_room/Videos/video_4,48,64,0
Home/Videos/video (3),32,48,0
Home/Videos/video (51),224,240,0
Coffee_room/Videos/video_45,95,111,1
Coffee_room/Videos/video_20,320,336,0
Coffee_room/Videos/video_50,1808,1824,1
Coffee_room/Videos/video_69,512,528,0
Coffee_room/Videos/video_69,912,928,0
Coffee_room/Videos/video_29,296,312,1
Home/Videos/video (28),0,16,0
Coffee_room/Videos/video_20,400,416,0
Coffee_room/Videos/video_40,112,128,0
Coffee_room/Videos/video_25,160,176,1
Home/Videos/video (36),144,160,0
Coffee_room/Videos/video_36,1080,1096,1
Home/Videos/video (45),32,48,0
Coffee_room/Videos/video_43,637,653,1
Home/Videos/video (43),0,16,0
Home/Videos/video (31),144,160,0
Home/Videos/video (17),80,96,0
Coffee_room/Videos/video_46,224,240,0
Home/Videos/video (8),256,272,0
Coffee_room/Videos/video_40,304,320,0
Home/Videos/video (37),144,160,0
Home/Videos/video (9),208,224,0
Coffee_room/Videos/video_69,736,752,0
Coffee_room/Videos/video_11,192,208,0
Coffee_room/Videos/video_34,96,112,0
Home/Videos/video (58),144,160,0
Home/Videos/video (34),112,128,0
Coffee_room/Videos/video_60,137,153,1
Coffee_room/Videos/video_26,96,112,0
Home/Videos/video (58),240,256,0
Coffee_room/Videos/video_70,0,16,0
Coffee_room/Videos/video_69,656,672,0
Coffee_room/Videos/video_50,1798,1814,1
Coffee_room/Videos/video_24,204,220,1
Coffee_room/Videos/video_24,32,48,0
Coffee_room/Videos/video_47,636,652,1
Coffee_room/Videos/video_58,192,208,1
Coffee_room/Videos/video_17,17,33,1
Coffee_room/Videos/video_47,625,641,1
Coffee_room/Videos/video_43,639,655,1
Coffee_room/Videos/video_48,652,668,1
Coffee_room/Videos/video_43,624,640,1
Coffee_room/Videos/video_29,289,305,1
Home/Videos/video (31),176,192,0
Coffee_room/Videos/video_48,32,48,0
Coffee_room/Videos/video_45,103,119,1
Coffee_room/Videos/video_68,80,96,0
Home/Videos/video (31),192,208,1
Coffee_room/Videos/video_30,32,48,0
Coffee_room/Videos/video_56,384,400,0
Coffee_room/Videos/video_48,665,681,1
Coffee_room/Videos/video_18,160,176,1
Coffee_room/Videos/video_50,1822,1838,1
Coffee_room/Videos/video_15,32,48,0
Coffee_room/Videos/video_69,880,896,0
Coffee_room/Videos/video_47,628,644,1
Coffee_room/Videos/video_25,153,169,1
Coffee_room/Videos/video_52,83,99,1
Coffee_room/Videos/video_49,288,304,0
Home/Videos/video (7),48,64,0
Coffee_room/Videos/video_18,146,162,1
Coffee_room/Videos/video_37,53,69,1
Home/Videos/video (7),132,148,1
Coffee_room/Videos/video_50,1536,1552,0
Home/Videos/video (40),48,64,0
Coffee_room/Videos/video_45,98,114,1
Coffee_room/Videos/video_15,64,80,1
Coffee_room/Videos/video_53,267,283,1
Coffee_room/Videos/video_2,96,112,0
Coffee_room/Videos/video_68,1584,1600,0
Coffee_room/Videos/video_40,80,96,0
Coffee_room/Videos/video_3,160,176,0
Coffee_room/Videos/video_62,240,256,0
Home/Videos/video (54),80,96,0
Coffee_room/Videos/video_51,80,96,1
Coffee_room/Videos/video_32,210,226,1
Coffee_room/Videos/video_22,96,112,0
Home/Videos/video (41),48,64,0
Coffee_room/Videos/video_31,240,256,0
Coffee_room/Videos/video_51,64,80,0
Coffee_room/Videos/video_44,112,128,0
Home/Videos/video (15),128,144,0
Coffee_room/Videos/video_17,64,80,0
Coffee_room/Videos/video_57,464,480,1
Coffee_room/Videos/video_34,256,272,0
Coffee_room/Videos/video_64,135,151,1
Home/Videos/video (20),144,160,1
Coffee_room/Videos/video_19,96,112,1
Home/Videos/video (16),160,176,0
Coffee_room/Videos/video_57,224,240,0
Coffee_room/Videos/video_33,90,106,1
Coffee_room/Videos/video_64,143,159,1
Coffee_room/Videos/video_17,28,44,1
Coffee_room/Videos/video_3,230,246,1
Coffee_room/Videos/video_8,162,178,1
Home/Videos/video (29),32,48,0
Home/Videos/video (55),160,176,0
Coffee_room/Videos/video_54,156,172,1
Coffee_room/Videos/video_68,944,960,0
Coffee_room/Videos/video_67,160,176,0
Coffee_room/Videos/video_27,176,192,1
Coffee_room/Videos/video_35,64,80,0
Home/Videos/video (16),208,224,0
Home/Videos/video (32),81,97,1
Home/Videos/video (5),96,112,0
Home/Videos/video (1),240,256,0
Coffee_room/Videos/video_50,112,128,0
Coffee_room/Videos/video_14,16,32,0
Home/Videos/video (6),112,128,1
Coffee_room/Videos/video_60,132,148,1
Home/Videos/video (23),16,32,0
Home/Videos/video (19),144,160,0
Coffee_room/Videos/video_3,64,80,0
Coffee_room/Videos/video_68,1488,1504,0
Coffee_room/Videos/video_1,47,63,1
Coffee_room/Videos/video_15,55,71,1
Home/Videos/video (49),176,192,0
Coffee_room/Videos/video_5,138,154,1
Home/Videos/video (34),80,96,0
Coffee_room/Videos/video_3,222,238,1
Coffee_room/Videos/video_17,14,30,1
Coffee_room/Videos/video_60,0,16,0
Coffee_room/Videos/video_57,445,461,1
Coffee_room/Videos/video_22,144,160,0
Coffee_room/Videos/video_33,176,192,0
Coffee_room/Videos/video_18,208,224,0
Coffee_room/Videos/video_55,221,237,1
Coffee_room/Videos/video_33,87,103,1
Home/Videos/video (30),48,64,0
Coffee_room/Videos/video_50,1904,1920,0
Coffee_room/Videos/video_57,16,32,0
Coffee_room/Videos/video_15,43,59,1
Home/Videos/video (44),16,32,0
Home/Videos/video (40),208,224,0
Home/Videos/video (59),128,144,0
Coffee_room/Videos/video_33,95,111,1
Coffee_room/Videos/video_36,960,976,0
Coffee_room/Videos/video_2,272,288,0
Coffee_room/Videos/video_3,112,128,0
Home/Videos/video (51),128,144,0
Coffee_room/Videos/video_68,432,448,0
Home/Videos/video (5),101,117,1
Coffee_room/Videos/video_65,688,704,0
Coffee_room/Videos/video_7,93,109,1
Coffee_room/Videos/video_48,661,677,1
Coffee_room/Videos/video_32,288,304,0
Coffee_room/Videos/video_37,176,192,0
Coffee_room/Videos/video_23,209,225,1
Home/Videos/video (15),160,176,0
Coffee_room/Videos/video_4,131,147,1
Home/Videos/video (55),144,160,0
Home/Videos/video (59),64,80,0
Coffee_room/Videos/video_9,102,118,1
Home/Videos/video (10),130,146,1
Coffee_room/Videos/video_50,1805,1821,1
Home/Videos/video (29),208,224,0
Coffee_room/Videos/video_11,368,384,1
Coffee_room/Videos/video_53,240,256,0
Coffee_room/Videos/video_52,87,103,1
Coffee_room/Videos/video_47,64,80,0
Coffee_room/Videos/video_56,293,309,1
Coffee_room/Videos/video_68,1216,1232,0
Home/Videos/video (56),336,352,0
Coffee_room/Videos/video_50,1264,1280,0
Coffee_room/Videos/video_40,0,16,0
Coffee_room/Videos/video_50,1040,1056,0
Coffee_room/Videos/video_42,104,120,1
Coffee_room/Videos/video_49,128,144,0
Coffee_room/Videos/video_2,194,210,1
Home/Videos/video (47),240,256,0
Coffee_room/Videos/video_26,196,212,1
Home/Videos/video (23),32,48,0
Coffee_room/Videos/video_56,80,96,0
Coffee_room/Videos/video_38,64,80,0
Coffee_room/Videos/video_59,139,155,1
Home/Videos/video (60),0,16,0
Coffee_room/Videos/video_53,160,176,0
Coffee_room/Videos/video_48,560,576,0
Coffee_room/Videos/video_54,192,208,0
Coffee_room/Videos/video_7,102,118,1
Coffee_room/Videos/video_2,193,209,1
Coffee_room/Videos/video_24,207,223,1
Home/Videos/video (58),224,240,0
Coffee_room/Videos/video_7,103,119,1
Home/Videos/video (32),128,144,0
Coffee_room/Videos/video_49,416,432,0
Coffee_room/Videos/video_41,224,240,0
Coffee_room/Videos/video_40,258,274,1
Coffee_room/Videos/video_57,304,320,0
Coffee_room/Videos/video_44,51,67,1
Coffee_room/Videos/video_32,144,160,0
Coffee_room/Videos/video_51,48,64,0
Coffee_room/Videos/video_3,224,240,1
Coffee_room/Videos/video_58,191,207,1
Home/Videos/video (50),0,16,0
Coffee_room/Videos/video_11,371,387,1
Coffee_room/Videos/video_50,768,784,0
Home/Videos/video (25),64,80,0
Coffee_room/Videos/video_68,1360,1376,0
Coffee_room/Videos/video_20,347,363,1
Coffee_room/Videos/video_36,736,752,0
Coffee_room/Videos/video_29,290,306,1
Coffee_room/Videos/video_27,165,181,1
Coffee_room/Videos/video_40,224,240,0
Coffee_room/Videos/video_42,107,123,1
Coffee_room/Videos/video_59,138,154,1
Coffee_room/Videos/video_59,128,144,1
Coffee_room/Videos/video_45,96,112,1
Coffee_room/Videos/video_58,224,240,0
Coffee_room/Videos/video_2,144,160,0
Coffee_room/Videos/video_49,432,448,1
Home/Videos/video (18),176,192,0
Home/Videos/video (6),113,129,1
Coffee_room/Videos/video_68,1440,1456,0
Coffee_room/Videos/video_13,16,32,0
Home/Videos/video (50),176,192,0
Coffee_room/Videos/video_18,155,171,1
Coffee_room/Videos/video_12,80,96,0
Coffee_room/Videos/video_2,64,80,0
Coffee_room/Videos/video_8,128,144,0
Coffee_room/Videos/video_36,656,672,0
Coffee_room/Videos/video_26,224,240,0
Coffee_room/Videos/video_61,256,272,0
Home/Videos/video (13),148,164,1
Home/Videos/video (31),195,211,1
Home/Videos/video (29),152,168,1
Home/Videos/video (34),64,80,0
Coffee_room/Videos/video_21,77,93,1
Coffee_room/Videos/video_1,61,77,1
Coffee_room/Videos/video_53,208,224,0
Home/Videos/video (3),208,224,0
Home/Videos/video (53),192,208,0
Home/Videos/video (47),208,224,0
Home/Videos/video (43),144,160,0
Coffee_room/Videos/video_42,112,128,1
Coffee_room/Videos/video_23,215,231,1
Coffee_room/Videos/video_24,64,80,0
Home/Videos/video (36),64,80,0
Coffee_room/Videos/video_7,96,112,1
Coffee_room/Videos/video_63,224,240,0
Coffee_room/Videos/video_50,1796,1812,1
Coffee_room/Videos/video_47,32,48,0
Coffee_room/Videos/video_2,196,212,1
Coffee_room/Videos/video_29,304,320,1
Coffee_room/Videos/video_50,1826,1842,1
Coffee_room/Videos/video_34,320,336,0
